,index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,district,neighborhood,newDevelopmentFinished
233,33,85863816,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/63/34/be/677300373.jpg,73239803,63,,125000.0,chalet,sale,331.0,False,4,2,"CIBELES, 4",Toledo,Las Ventas de Retamosa,es,40.1562456,-4.1220281,True,https://www.idealista.com/inmueble/85863816/,45829,False,renew,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",378.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Las Ventas de Retamosa', 'title': 'Casa independiente en CIBELES, 4'}",True,False,False,,,
234,34,85025975,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/bc/4e/760638496.jpg,1210ftbe,46,,444000.0,chalet,sale,307.0,False,4,3,"Pradera de la Cierva, 29",Madrid,Collado Villalba,es,40.6569356,-3.9542754,True,https://www.idealista.com/inmueble/85025975/,34109,True,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1446.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fontenebro - Altavista, Collado Villalba', 'title': 'Casa independiente en Pradera de la Cierva, 29'}",True,False,False,Fontenebro - Altavista,,
235,35,87892279,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/fd/87/760632946.jpg,3030alsv,38,,293250.0,chalet,sale,283.0,False,4,3,"gaviotas, 30",Madrid,Collado Villalba,es,40.6467067,-3.9714374,True,https://www.idealista.com/inmueble/87892279/,34171,False,renew,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1036.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fontenebro - Altavista, Collado Villalba', 'title': 'Casa independiente en gaviotas, 30'}",True,False,False,Fontenebro - Altavista,,
236,36,88989085,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/9c/1c/760450054.jpg,,8,,325000.0,chalet,sale,250.0,False,4,3,Vallas,Madrid,Loeches,es,40.3857395,-3.4112001,False,https://www.idealista.com/inmueble/88989085/,24967,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1300.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Loeches', 'title': 'Casa independiente en Vallas'}",False,False,False,,,
237,37,84830471,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/17/81/11/647808575.jpg,H_CS27AT,15,,94910.0,chalet,sale,218.0,False,3,2,Calle las Salinas,Toledo,Añover de Tajo,es,39.9953283,-3.7724795,False,https://www.idealista.com/inmueble/84830471/,47219,False,good,False,,,435.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Añover de Tajo', 'title': 'Chalet adosado en Calle las Salinas'}",True,False,True,,,
238,38,81947783,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/91/62/588283479.jpg,2054##01400459,5,,99000.0,chalet,sale,152.0,False,3,2,Méntrida,Toledo,Méntrida,es,40.2592426,-4.1902026,False,https://www.idealista.com/inmueble/81947783/,44830,False,,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",651.0,{'typology': 'chalet'},"{'subtitle': 'Méntrida', 'title': 'Chalet'}",False,False,False,,,
239,39,86958917,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/20/5a/707007092.jpg,EG4169,61,,130890.0,chalet,sale,185.0,False,3,2,Fuentenovilla,Guadalajara,Fuentenovilla,es,40.3629491,-3.1237783,False,https://www.idealista.com/inmueble/86958917/,49436,False,good,False,,,708.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fuentenovilla', 'title': 'Casa independiente'}",False,False,False,,,
240,40,86953090,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/59/e6/9d/746229431.jpg,SV-60543012,21,bj,255000.0,chalet,sale,221.0,False,4,3,Calle Lago Sanabria,Madrid,Moralzarzal,es,40.6703582,-3.9687091,False,https://www.idealista.com/inmueble/86953090/,36035,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1154.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Zona Los Lagos, Moralzarzal', 'title': 'Chalet pareado en Calle Lago Sanabria'}",False,False,False,Zona Los Lagos,,
241,41,81935704,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/b5/a2/740886129.jpg,ccolladovillalba,41,,293250.0,chalet,sale,282.0,False,3,3,"Calle de la Gaviota, 30",Madrid,Collado Villalba,es,40.6467067,-3.9714374,True,https://www.idealista.com/inmueble/81935704/,34171,False,renew,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1040.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fontenebro - Altavista, Collado Villalba', 'title': 'Casa independiente en Calle de la Gaviota, 30'}",False,False,False,Fontenebro - Altavista,,
242,42,84310584,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/0c/b0/636310513.jpg,53035835,24,,67490.0,chalet,sale,187.0,False,4,2,Ciruelos,Toledo,Ciruelos,es,39.9358558,-3.6143246,False,https://www.idealista.com/inmueble/84310584/,53995,False,,False,,,361.0,{'typology': 'chalet'},"{'subtitle': 'Ciruelos', 'title': 'Chalet'}",False,False,False,,,
243,43,88008812,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/b1/1c/736986185.jpg,SV-60459527,15,,293250.0,chalet,sale,282.0,False,4,3,Calle de la Gaviota,Madrid,Collado Villalba,es,40.6452006,-3.9712651,False,https://www.idealista.com/inmueble/88008812/,34037,False,good,False,,,1040.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fontenebro - Altavista, Collado Villalba', 'title': 'Casa independiente en Calle de la Gaviota'}",False,False,False,Fontenebro - Altavista,,
244,44,88756978,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/a6/dd/754392258.jpg,49946140,5,,94910.0,chalet,sale,201.0,False,3,2,"Calle Salinas, 27",Toledo,Añover de Tajo,es,39.9936283,-3.7742795,True,https://www.idealista.com/inmueble/88756978/,47426,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",472.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Añover de Tajo', 'title': 'Chalet adosado en Calle Salinas, 27'}",False,False,False,,,
245,45,88583866,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/cf/f7/750226571.jpg,1316/2240 B,7,4,74800.0,flat,sale,93.0,True,3,2,Calle del Cardenal González de Mendoza,Guadalajara,Guadalajara,es,40.6316947,-3.16969,False,https://www.idealista.com/inmueble/88583866/,51039,False,good,False,False,,804.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico, Guadalajara', 'title': 'Piso en Calle del Cardenal González de Mendoza'}",False,False,False,Casco Histórico,,
246,46,38573229,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/83/1a/238994379.jpg,3VILLADELPRADO34583ROMERO,14,,165600.0,chalet,sale,200.0,False,4,3,ROMERO,Madrid,Villa del Prado,es,40.2843723,-4.3495983,False,https://www.idealista.com/inmueble/38573229/,56711,False,good,False,,,828.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Villa del Prado', 'title': 'Casa independiente en ROMERO'}",False,False,False,,,
247,47,83536953,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/46/9f/619902214.jpg,49946140,13,,94910.0,chalet,sale,218.0,False,3,2,Añover de Tajo,Toledo,Añover de Tajo,es,39.9921558,-3.7736338,False,https://www.idealista.com/inmueble/83536953/,47581,False,,False,,,435.0,{'typology': 'chalet'},"{'subtitle': 'Añover de Tajo', 'title': 'Chalet'}",False,False,False,,,
248,48,87893564,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/62/de/733659381.jpg,60459527,12,,293250.0,chalet,sale,282.0,False,3,3,"Calle de la Gaviota, 28 -42",Madrid,Collado Villalba,es,40.6467007,-3.9716831,True,https://www.idealista.com/inmueble/87893564/,34185,False,renew,False,,,1040.0,{'typology': 'chalet'},"{'subtitle': 'Fontenebro - Altavista, Collado Villalba', 'title': 'Chalet en Calle de la Gaviota, 28 -42'}",False,False,False,Fontenebro - Altavista,,
249,49,86473101,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/de/ca/708832153.jpg,60577834,5,1,37700.0,flat,sale,78.0,False,2,1,"Calle Olímpica, 6",Toledo,Magán,es,39.95896,-3.93271,True,https://www.idealista.com/inmueble/86473101/,54500,False,renew,False,False,,483.0,{'typology': 'flat'},"{'subtitle': 'Magán', 'title': 'Piso en Calle Olímpica, 6'}",False,False,False,,,
250,0,86684936,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/11/e9/699972101.jpg,60523775,1,4,74800.0,flat,sale,93.0,True,3,1,"Calle del Cardenal González de Mendoza, 4",Guadalajara,Guadalajara,es,40.6325947,-3.16939,True,https://www.idealista.com/inmueble/86684936/,51108,False,good,False,False,,804.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico, Guadalajara', 'title': 'Piso en Calle del Cardenal González de Mendoza, 4'}",False,False,False,Casco Histórico,,
251,1,84338123,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/1a/9a/636922602.jpg,219-53035835,20,,67490.0,chalet,sale,187.0,False,4,2,Calle Iglesia,Toledo,Ciruelos,es,39.9361734,-3.6157365,False,https://www.idealista.com/inmueble/84338123/,53944,False,good,False,,,361.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Ciruelos', 'title': 'Casa independiente en Calle Iglesia'}",False,False,False,,,
252,2,87929379,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/de/42/734507178.jpg,343-60459527,12,,293250.0,chalet,sale,282.0,False,3,3,Calle de la Gaviota,Madrid,Collado Villalba,es,40.6486007,-3.9733831,False,https://www.idealista.com/inmueble/87929379/,34438,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1040.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fontenebro - Altavista, Collado Villalba', 'title': 'Casa independiente en Calle de la Gaviota'}",False,False,False,Fontenebro - Altavista,,
253,3,84240332,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6d/66/20/647637369.jpg,203-6043364,11,1,84500.0,flat,sale,92.0,False,2,2,Pozo Olías,Toledo,Mocejón,es,39.939063,-3.9203542,False,https://www.idealista.com/inmueble/84240332/,56219,False,good,False,False,,918.0,{'typology': 'flat'},"{'subtitle': 'Mocejón', 'title': 'Piso en Pozo Olías'}",False,False,False,,,
254,4,87998204,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/c9/a1/736100402.jpg,60457784,2,,95200.0,chalet,sale,158.0,False,3,2,"Calle de la Rosaleda, 30",Madrid,Fuentidueña de Tajo,es,40.1144891,-3.1651241,True,https://www.idealista.com/inmueble/87998204/,56689,False,,False,,,603.0,{'typology': 'chalet'},"{'subtitle': 'Fuentidueña de Tajo', 'title': 'Chalet en Calle de la Rosaleda, 30'}",False,False,False,,,
255,5,83583137,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/24/24/1a/648110013.jpg,219-49946140,13,,94910.0,chalet,sale,218.0,False,3,1,Calle las Salinas,Toledo,Añover de Tajo,es,39.9926283,-3.7732795,False,https://www.idealista.com/inmueble/83583137/,47525,False,good,False,,,435.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Añover de Tajo', 'title': 'Casa independiente en Calle las Salinas'}",False,False,False,,,
256,6,88607530,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/ef/5d/750834930.jpg,60443159,1,1,71655.0,duplex,sale,111.0,False,1,2,"Calle General Yagüe, 5",Madrid,Villamantilla,es,40.338215,-4.1305991,True,https://www.idealista.com/inmueble/88607530/,37234,False,renew,False,False,,646.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Villamantilla', 'title': 'Dúplex en Calle General Yagüe, 5'}",False,False,False,,,
257,7,88805431,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/3d/6b/755821008.jpg,343-60577834,5,,37700.0,flat,sale,78.0,False,2,1,Calle Olímpica,Toledo,Magán,es,39.95766,-3.93111,False,https://www.idealista.com/inmueble/88805431/,54586,False,good,False,False,,483.0,{'typology': 'flat'},"{'subtitle': 'Magán', 'title': 'Piso en Calle Olímpica'}",False,False,False,,,
258,8,38627093,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/92/87/647611068.jpg,203-5960831,8,,50230.0,chalet,sale,106.0,False,4,1,Calle fray eusebio ballesteros,Toledo,Ocaña,es,39.9599572,-3.5052834,False,https://www.idealista.com/inmueble/38627093/,53496,False,good,False,,,474.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Centro, Ocaña', 'title': 'Casa independiente en Calle fray eusebio ballesteros'}",False,False,False,Centro,,
259,9,86743682,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/44/95/701617261.jpg,395,16,,122740.0,chalet,sale,203.0,False,4,3,Yuncos,Toledo,Yuncos,es,40.0888609,-3.8680254,False,https://www.idealista.com/inmueble/86743682/,39042,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",605.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Yuncos', 'title': 'Chalet adosado'}",False,False,False,,,
260,10,86738532,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/42/39/701471081.jpg,343-60523775,1,4,74800.0,flat,sale,93.0,False,3,1,Calle del Cardenal González de Mendoza,Guadalajara,Guadalajara,es,40.6308947,-3.16989,False,https://www.idealista.com/inmueble/86738532/,50983,False,good,False,False,,804.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico, Guadalajara', 'title': 'Piso en Calle del Cardenal González de Mendoza'}",False,False,False,Casco Histórico,,
261,11,88024159,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a5/fe/fb/736712724.jpg,343-60457784,2,,95200.0,chalet,sale,158.0,False,3,1,Calle de la Rosaleda,Madrid,Fuentidueña de Tajo,es,40.1127891,-3.1661241,False,https://www.idealista.com/inmueble/88024159/,56733,False,good,False,,,603.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fuentidueña de Tajo', 'title': 'Casa independiente en Calle de la Rosaleda'}",False,False,False,,,
262,12,86684210,,343-60443159,0,,71655.0,duplex,sale,111.0,False,1,2,Calle General Yagüe,Madrid,Villamantilla,es,40.336415,-4.1321991,False,https://www.idealista.com/inmueble/86684210/,37414,False,good,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",646.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Villamantilla', 'title': 'Dúplex en Calle General Yagüe'}",False,False,False,,,
263,13,88446312,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/94/82/746993178.jpg,DG136044,54,,450000.0,chalet,sale,307.0,False,4,3,Calle PRADERA DE LA CIERVA,Madrid,Collado Villalba,es,40.6553356,-3.9530754,False,https://www.idealista.com/inmueble/88446312/,33907,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1466.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fontenebro - Altavista, Collado Villalba', 'title': 'Casa independiente en Calle PRADERA DE LA CIERVA'}",True,True,False,Fontenebro - Altavista,,
264,14,84691076,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/9c/24/644762989.jpg,3198,25,2,82700.0,duplex,sale,104.0,True,2,2,Alovera,Guadalajara,Alovera,es,40.5988359,-3.2460185,False,https://www.idealista.com/inmueble/84691076/,43637,False,renew,False,False,,795.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Alovera', 'title': 'Dúplex'}",False,False,False,,,
265,15,88694468,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/49/ee/752897742.jpg,3492,24,,155000.0,chalet,sale,181.0,False,2,2,Avenida Isla de Gran Canaria,Guadalajara,El Casar,es,40.6955702,-3.4490415,False,https://www.idealista.com/inmueble/88694468/,37717,False,renew,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",856.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'El Casar', 'title': 'Casa independiente en Avenida Isla de Gran Canaria'}",True,False,False,,,
266,16,40459192,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/5c/1e/281708759.jpg,JC180507,39,,1795000.0,chalet,sale,837.0,False,9,7,barrio Montealina,Madrid,Pozuelo de Alarcón,es,40.4284497,-3.8412481,False,https://www.idealista.com/inmueble/40459192/,11753,True,,False,,,2145.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Montealina, Pozuelo de Alarcón', 'title': 'Casa independiente'}",True,False,False,Urbanizaciones,Montealina,
267,17,89005070,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/c1/7b/760806260.jpg,42_20,61,,197000.0,chalet,sale,319.0,False,5,3,Calle RIO TAJO,Madrid,Villamanta,es,40.2983667,-4.113081,False,https://www.idealista.com/inmueble/89005070/,37133,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",618.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Villamanta', 'title': 'Casa independiente en Calle RIO TAJO'}",False,False,False,,,
268,18,88694935,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/ab/7a/760930278.jpg,VKL-108,10,bj,115000.0,flat,sale,80.0,True,1,1,Calle Castillo de Madrigal de las Altas Torres,Madrid,Madrid,es,40.4305111,-3.6269276,False,https://www.idealista.com/inmueble/88694935/,6640,False,renew,False,False,,1438.0,{'typology': 'flat'},"{'subtitle': 'Simancas, Madrid', 'title': 'Piso en Calle Castillo de Madrigal de las Altas Torres'}",False,False,False,San Blas,Simancas,
269,19,84732507,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/47/68/707545109.jpg,1860086096,18,1,65100.0,flat,sale,75.0,False,2,1,Calle Galiana,Guadalajara,Pioz,es,40.465174,-3.1732884,False,https://www.idealista.com/inmueble/84732507/,45169,True,,False,,,868.0,{'typology': 'flat'},"{'subtitle': 'Pioz', 'title': 'Piso en Calle Galiana'}",True,False,True,,,
270,20,85449245,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/a8/6b/662747313.jpg,EU0466,24,4,104600.0,flat,sale,57.0,True,3,1,"Calle del Aguacate, 40",Madrid,Madrid,es,40.3710689,-3.7469576,True,https://www.idealista.com/inmueble/85449245/,6280,False,renew,False,False,,1835.0,{'typology': 'flat'},"{'subtitle': 'Buena Vista, Madrid', 'title': 'Piso en Calle del Aguacate, 40'}",False,False,False,Carabanchel,Buena Vista,
271,21,88583255,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/7a/63/750213503.jpg,19P17989,21,4,104600.0,flat,sale,57.0,True,3,1,Aguacate,Madrid,Madrid,es,40.3724689,-3.7464576,False,https://www.idealista.com/inmueble/88583255/,6129,False,renew,False,False,,1835.0,{'typology': 'flat'},"{'subtitle': 'Buena Vista, Madrid', 'title': 'Piso en Aguacate'}",False,False,False,Carabanchel,Buena Vista,
272,22,88602577,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/7c/b7/750683882.jpg,BHSANCLAUDIO,29,1,115000.0,flat,sale,68.0,True,2,1,Calle de San Claudio,Madrid,Madrid,es,40.3881943,-3.6389922,False,https://www.idealista.com/inmueble/88602577/,6296,False,good,False,False,,1691.0,{'typology': 'flat'},"{'subtitle': 'Palomeras sureste, Madrid', 'title': 'Piso en Calle de San Claudio'}",False,False,False,Puente de Vallecas,Palomeras sureste,
273,23,87476184,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/9b/1f/722510504.jpg,G10288,17,2,147000.0,flat,sale,68.0,True,2,1,Plaza Casa Grande,Madrid,Mejorada del Campo,es,40.3969322,-3.4894141,False,https://www.idealista.com/inmueble/87476184/,18237,True,good,False,True,,2162.0,{'typology': 'flat'},"{'subtitle': 'Mejorada del Campo', 'title': 'Piso en Plaza Casa Grande'}",True,False,False,,,
274,24,86595092,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/67/94/697757422.jpg,84554050,21,,73820.0,chalet,sale,139.0,False,4,3,Calle Luna,Toledo,Recas,es,40.0537878,-3.9825615,False,https://www.idealista.com/inmueble/86595092/,46801,False,renew,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",531.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Recas', 'title': 'Chalet adosado en Calle Luna'}",True,False,False,,,
275,25,88498467,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/55/a0/748557637.jpg,EM.RGRS,36,1,36000.0,flat,sale,51.0,True,2,1,barrio Zofío,Madrid,Madrid,es,40.3784407,-3.7135362,False,https://www.idealista.com/inmueble/88498467/,4342,False,good,False,False,,706.0,{'typology': 'flat'},"{'subtitle': 'Zofío, Madrid', 'title': 'Piso'}",False,False,False,Usera,Zofío,
276,26,82677263,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/31/99/602529596.jpg,2054##01400888,1,,99000.0,flat,sale,72.0,False,2,1,Torrejón de la Calzada,Madrid,Torrejón de la Calzada,es,40.2006611,-3.7947593,False,https://www.idealista.com/inmueble/82677263/,25243,False,,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",1375.0,{'typology': 'flat'},"{'subtitle': 'Torrejón de la Calzada', 'title': 'Piso'}",False,False,False,,,
277,27,84261304,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cb/88/bb/707545264.jpg,18631210984,25,2,82700.0,flat,sale,104.0,False,2,2,Calle Florida,Guadalajara,Alovera,es,40.5966359,-3.2457185,False,https://www.idealista.com/inmueble/84261304/,43547,False,renew,False,,,795.0,{'typology': 'flat'},"{'subtitle': 'Alovera', 'title': 'Piso en Calle Florida'}",False,False,False,,,
278,28,88596807,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/d7/44/750549062.jpg,Fuentidueña del Tajo,38,,115000.0,chalet,sale,135.0,False,4,2,barrio de la iglesia,Madrid,Fuentidueña de Tajo,es,40.1217277,-3.1626981,False,https://www.idealista.com/inmueble/88596807/,56381,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",852.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Fuentidueña de Tajo', 'title': 'Chalet pareado en barrio de la iglesia'}",False,False,False,,,
279,29,88758195,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/55/eb/3f/754417785.jpg,47353206,28,,73820.0,chalet,sale,139.0,False,4,3,"Calle Lunas, 29",Toledo,Recas,es,40.0539878,-3.9810615,True,https://www.idealista.com/inmueble/88758195/,46717,False,renew,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",531.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Recas', 'title': 'Chalet adosado en Calle Lunas, 29'}",False,False,True,,,
280,30,86520827,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/f3/80/696766565.jpg,400-47353206,39,,73820.0,chalet,sale,139.0,False,4,3,"Calle La Sagra, 2 -22",Toledo,Recas,es,40.0539904,-3.9813772,True,https://www.idealista.com/inmueble/86520827/,46731,False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",531.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Recas', 'title': 'Casa independiente en Calle La Sagra, 2 -22'}",False,False,False,,,
281,31,32533962,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/6f/f1/200963017.jpg,52880546,26,,72770.0,flat,sale,92.0,False,2,2,Centro,Toledo,Ocaña,es,39.9601154,-3.5018225,False,https://www.idealista.com/inmueble/32533962/,53572,False,,False,,,791.0,{'typology': 'flat'},"{'subtitle': 'Centro, Ocaña', 'title': 'Piso'}",False,False,False,Centro,,
282,32,88784036,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/78/3b/759519870.jpg,60586371,29,bj,127335.0,flat,sale,75.0,False,3,1,"Calle de las Cerquillas, 12",Madrid,Alpedrete,es,40.6635769,-4.0221095,True,https://www.idealista.com/inmueble/88784036/,38463,False,,False,,,1698.0,{'typology': 'flat'},"{'subtitle': 'Alpedrete', 'title': 'Piso en Calle de las Cerquillas, 12'}",False,False,False,,,
283,33,84214023,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/db/a4/678199252.jpg,SV-73905006,11,4,104600.0,flat,sale,55.0,False,3,1,Calle del Aguacate,Madrid,Madrid,es,40.3719689,-3.7450576,False,https://www.idealista.com/inmueble/84214023/,6105,False,renew,False,False,,1902.0,{'typology': 'flat'},"{'subtitle': 'Buena Vista, Madrid', 'title': 'Piso en Calle del Aguacate'}",False,False,False,Carabanchel,Buena Vista,
284,34,82941972,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a2/fe/d5/667907405.jpg,10073905006,1,4,104600.0,flat,sale,57.0,False,3,1,"Calle del Aguacate, 40",Madrid,Madrid,es,40.3710689,-3.7469576,True,https://www.idealista.com/inmueble/82941972/,6280,False,good,False,False,,1835.0,{'typology': 'flat'},"{'subtitle': 'Buena Vista, Madrid', 'title': 'Piso en Calle del Aguacate, 40'}",False,False,False,Carabanchel,Buena Vista,
285,35,32533232,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/3c/38/137283079.jpg,CAN0000086096,12,,65100.0,flat,sale,81.0,False,3,1,Pioz,Guadalajara,Pioz,es,40.463665,-3.1751524,False,https://www.idealista.com/inmueble/32533232/,44994,False,,False,,,804.0,{'typology': 'flat'},"{'subtitle': 'Pioz', 'title': 'Piso'}",False,False,False,,,
286,36,86019130,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/14/36/682851277.jpg,ALI0000117099,18,,78200.0,flat,sale,122.0,False,2,2,Centro,Toledo,Ocaña,es,39.9626154,-3.4985225,False,https://www.idealista.com/inmueble/86019130/,53400,False,,False,,,641.0,{'typology': 'flat'},"{'subtitle': 'Centro, Ocaña', 'title': 'Piso'}",False,False,False,Centro,,
